League,Home,Away,Date,Time,ID_Evento,IDMercado_Match_Odds,IDMercado_Correct_Score,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score?,IDMercado_Double_Chance,IDMercado_Half_Time,IDMercado_Half_Time_Score,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Asian_Handicap,IDMercado_Goal_Lines
Ecuadorian Serie A,El Nacional,Independiente (Ecu),2025-04-14,18:30:00,34198567,1.242044533,1.242044542,1.242044537,1.242044581,1.242044578,1.242044582,1.242044579,1.242044541,1.242044539,1.242044532,1.242044530,1.242044617,1.242044534,1.242044540,1.242044577,1.242044536,1.242044538,1.242044531,1.242044583,1.242044543
Paraguayan Primera Division,Deportivo Recoleta,Libertad,2025-04-14,18:30:00,34212399,1.242250596,1.242250605,1.242250600,1.242250644,1.242250641,1.242250645,1.242250642,1.242250604,1.242250602,1.242250595,1.242250593,1.242250680,1.242250597,1.242250603,1.242250640,1.242250599,1.242250601,1.242250594,1.242250646,1.242250606
Argentinian Primera Division,Defensa y Justicia,Union Santa Fe,2025-04-14,19:00:00,34178402,1.241715948,1.241715957,1.241715952,1.241715962,1.241715958,1.241715904,1.241715959,1.241715956,1.241715954,1.241715944,1.241715945,1.241715947,1.241715939,1.241715955,1.241715960,1.241715951,1.241715953,1.241715946,1.241715905,1.241715870
Chilean Primera Division,Union Espanola,Nublense,2025-04-14,19:00:00,34198564,1.242043273,1.242043282,1.242043277,1.242043321,1.242043318,1.242043322,1.242043319,1.242043281,1.242043279,1.242043272,1.242043270,1.242043357,1.242043274,1.242043280,1.242043317,1.242043276,1.242043278,1.242043271,1.242043323,1.242043283
Jamaican Premier League,Chapelton,Mount Pleasant FC,2025-04-14,19:00:00,34217322,1.242346180,1.242346189,1.242346184,1.242346228,1.242346225,1.242346229,1.242346226,1.242346188,1.242346186,1.242346179,1.242346177,1.242346264,1.242346181,1.242346187,1.242346224,1.242346183,1.242346185,1.242346178,1.242346230,1.242346190
Brazilian Serie C,Londrina,Ypiranga RS,2025-04-14,20:00:00,34142928,1.241166067,1.241166076,1.241166071,1.241166115,1.241166112,1.241166116,1.241166113,1.241166075,1.241166073,1.241166066,1.241166064,1.241166151,1.241166068,1.241166074,1.241166111,1.241166070,1.241166072,1.241166065,1.241166117,1.241166077
Argentinian Torneo A,9 de Julio Rafaela,Independiente Chivilcoy,2025-04-14,20:30:00,34217315,1.242345418,1.242345427,1.242345422,1.242345466,1.242345463,1.242345467,1.242345464,1.242345426,1.242345424,1.242345417,1.242345415,1.242345502,1.242345419,1.242345425,1.242345462,1.242345421,1.242345423,1.242345416,1.242345468,1.242345428
Paraguayan Segunda Divsion,Sportivo San Lorenzo,Rubio Nu,2025-04-14,20:30:00,34217298,1.242347325,1.242347334,1.242347329,1.242347373,1.242347370,1.242347374,1.242347371,1.242347333,1.242347331,1.242347324,1.242347322,1.242347409,1.242347326,1.242347332,1.242347369,1.242347328,1.242347330,1.242347323,1.242347375,1.242347335
Colombian Primera A,Santa Fe,Ind Medellin,2025-04-14,21:00:00,34213253,1.242261097,1.242261106,1.242261101,1.242261145,1.242261142,1.242261146,1.242261143,1.242261105,1.242261103,1.242261096,1.242261094,1.242261181,1.242261098,1.242261104,1.242261141,1.242261100,1.242261102,1.242261095,1.242261147,1.242261107
Ecuadorian Serie A,Orense Sporting Club,Barcelona (ECU),2025-04-14,21:00:00,34198589,1.242044353,1.242044362,1.242044357,1.242044401,1.242044398,1.242044402,1.242044399,1.242044361,1.242044359,1.242044352,1.242044350,1.242044437,1.242044354,1.242044360,1.242044397,1.242044356,1.242044358,1.242044351,1.242044403,1.242044363
Peruvian Primera Division,Deportivo Garcilaso,Alianza Lima,2025-04-14,21:00:00,34196521,,,,,1.242000111,,,,,,,,,,,,,,,
Argentinian Primera B Nacional,CA Atlanta,Almagro BA,2025-04-14,21:10:00,34204420,1.242134222,1.242134231,1.242134226,1.242134270,1.242134267,1.242134271,1.242134268,1.242134230,1.242134228,1.242134221,1.242134219,1.242134306,1.242134223,1.242134229,1.242134266,1.242134225,1.242134227,1.242134220,1.242134272,1.242134232
Argentinian Primera Division,Godoy Cruz,Lanus,2025-04-14,21:15:00,34178408,1.241715624,1.241715633,1.241715628,1.241715638,1.241715634,1.241715580,1.241715635,1.241715632,1.241715630,1.241715620,1.241715621,1.241715623,1.241715615,1.241715631,1.241715636,1.241715627,1.241715629,1.241715622,1.241715581,1.241715546
Argentinian Primera Division,Velez Sarsfield,Sarmiento de Junin,2025-04-14,21:15:00,34178412,1.241715516,1.241715525,1.241715520,1.241715530,1.241715526,1.241715472,1.241715527,1.241715524,1.241715522,1.241715512,1.241715513,1.241715515,1.241715507,1.241715523,1.241715528,1.241715519,1.241715521,1.241715514,1.241715473,1.241715438
Chilean Primera Division,Deportes Limache,Deportes Iquique,2025-04-14,21:30:00,34198563,1.242043363,1.242043372,1.242043367,1.242043411,1.242043408,1.242043412,1.242043409,1.242043371,1.242043369,1.242043362,1.242043360,1.242043447,1.242043364,1.242043370,1.242043407,1.242043366,1.242043368,1.242043361,1.242043413,1.242043373
Peruvian Primera Division,Deportivo Garcilaso,Alianza Lima,2025-04-14,21:30:00,34196521,1.242000066,1.242000075,1.242000070,1.242000114,1.242000111,1.242000115,1.242000112,1.242000074,1.242000072,1.242000065,1.242000063,1.242000150,1.242000067,1.242000073,1.242000110,1.242000069,1.242000071,1.242000064,1.242000116,1.242000076
Mexican Liga MX Femenil,Club Leon FC (W),Santos Laguna (W),2025-04-14,22:00:00,34217260,1.242332151,1.242332160,1.242332155,1.242332199,1.242332196,1.242332200,1.242332197,1.242332159,1.242332157,1.242332150,1.242332148,1.242332235,1.242332152,1.242332158,1.242332195,1.242332154,1.242332156,1.242332149,1.242332201,1.242332161
Panamanian Premier League,UMECIT,CD Universitario,2025-04-14,22:30:00,34200758,1.242083024,1.242083033,1.242083028,1.242083072,1.242083069,1.242083073,1.242083070,1.242083032,1.242083030,1.242083023,1.242083021,1.242083108,1.242083025,1.242083031,1.242083068,1.242083027,1.242083029,1.242083022,1.242083074,1.242083034
Mexican Liga MX Femenil,Monterrey (W),Queretaro (W),2025-04-14,23:00:00,34217248,1.242332061,1.242332070,1.242332065,1.242332109,1.242332106,1.242332110,1.242332107,1.242332069,1.242332067,1.242332060,1.242332058,1.242332145,1.242332062,1.242332068,1.242332105,1.242332064,1.242332066,1.242332059,1.242332111,1.242332071
